tournament,race,opponentrace,games,wins,draws,losses,percentage
EuroBowl - 2013,Skaven,Humans,1,1,0,0,1.0
EuroBowl - 2013,Skaven,Elves,2,2,0,0,1.0
EuroBowl - 2013,Skaven,Orc,3,1,1,1,0.5
EuroBowl - 2013,Skaven,Dwarves,4,1,1,2,0.375
EuroBowl - 2013,Skaven,Skaven,4,2,0,2,0.5
EuroBowl - 2013,Skaven,Underworld,1,0,1,0,0.5
EuroBowl - 2013,Skaven,Chaos Dwarves,5,1,1,3,0.3
EuroBowl - 2013,Underworld,Lizardmen,1,1,0,0,1.0
EuroBowl - 2013,Underworld,Wood Elves,1,0,0,1,0.0
EuroBowl - 2013,Underworld,Undead,1,0,1,0,0.5
EuroBowl - 2013,Underworld,Orc,1,1,0,0,1.0
EuroBowl - 2013,Underworld,Skaven,1,0,1,0,0.5
EuroBowl - 2013,Underworld,Chaos Dwarves,1,0,1,0,0.5
EuroBowl - 2013,Chaos Dwarves,Dark Elves,5,1,3,1,0.5
EuroBowl - 2013,Chaos Dwarves,Amazons,4,2,2,0,0.75
EuroBowl - 2013,Chaos Dwarves,Lizardmen,2,2,0,0,1.0
EuroBowl - 2013,Chaos Dwarves,Wood Elves,6,0,2,4,0.16666666666666666
EuroBowl - 2013,Chaos Dwarves,Norse,5,1,2,2,0.4
EuroBowl - 2013,Chaos Dwarves,Chaos Pact,2,1,0,1,0.5
EuroBowl - 2013,Chaos Dwarves,Undead,4,0,2,2,0.25
EuroBowl - 2013,Chaos Dwarves,Chaos,4,3,0,1,0.75
EuroBowl - 2013,Chaos Dwarves,Elves,1,1,0,0,1.0
EuroBowl - 2013,Chaos Dwarves,Orc,5,2,2,1,0.6
EuroBowl - 2013,Chaos Dwarves,Skaven,5,3,1,1,0.7
EuroBowl - 2013,Chaos Dwarves,Underworld,1,0,1,0,0.5
EuroBowl - 2013,Chaos Dwarves,Chaos Dwarves,4,2,0,2,0.5
